year,day,time,impact,cur,text,actual,forecast,previous
2022,Sep 25,All Day,high,EUR,Italian Parliamentary Election,,,
2022,Sep 25,7:01pm,low,GBP,Rightmove HPI m/m,0.7%,,-1.3%
2022,Sep 25,8:30pm,low,JPY,Flash Manufacturing PMI,51.0,51.3,51.5
2022,Sep 26,1:36am,medium,JPY,BOJ Gov Kuroda Speaks,,,
2022,Sep 26,3:00am,low,EUR,German Buba President Nagel Speaks,,,
2022,Sep 26,4:00am,medium,EUR,German ifo Business Climate,84.3,86.9,88.6
2022,Sep 26,8:59am,low,EUR,Belgian NBB Business Climate,-11.8,-8.9,-5.8
2022,Sep 26,9:00am,high,EUR,ECB President Lagarde Speaks,,,
2022,Sep 26,10:00am,low,USD,FOMC Member Collins Speaks,,,
2022,Sep 26,12:00pm,low,GBP,MPC Member Tenreyro Speaks,,,
2022,Sep 26,1:00pm,low,EUR,German Buba President Nagel Speaks,,,
2022,Sep 26,4:00pm,medium,USD,FOMC Member Mester Speaks,,,
2022,Sep 26,7:50pm,low,JPY,SPPI y/y,1.9%,2.4%,2.0%
2022,Sep 27,4:00am,low,EUR,M3 Money Supply y/y,6.1%,5.4%,5.7%
2022,Sep 27,4:00am,low,EUR,Private Loans y/y,4.5%,4.5%,4.5%
2022,Sep 27,7:30am,medium,EUR,ECB President Lagarde Speaks,,,
2022,Sep 27,7:30am,high,USD,Fed Chair Powell Speaks,,,
2022,Sep 27,8:30am,medium,USD,Core Durable Goods Orders m/m,0.2%,0.3%,0.2%
2022,Sep 27,8:30am,medium,USD,Durable Goods Orders m/m,-0.2%,0.1%,-0.1%
2022,Sep 27,9:00am,low,USD,HPI m/m,-0.6%,0.0%,0.1%
2022,Sep 27,9:00am,low,USD,S&P/CS Composite-20 HPI y/y,16.1%,17.1%,18.6%
2022,Sep 27,9:35am,low,GBP,MPC Member Pill Speaks,,,
2022,Sep 27,9:55am,medium,USD,FOMC Member Bullard Speaks,,,
2022,Sep 27,10:00am,high,USD,CB Consumer Confidence,108.0,104.0,103.6
2022,Sep 27,10:00am,medium,USD,New Home Sales,685K,500K,532K
2022,Sep 27,10:00am,medium,USD,Richmond Manufacturing Index,0,-10,-8
2022,Sep 27,7:01pm,low,GBP,BRC Shop Price Index y/y,5.7%,,5.1%
2022,Sep 27,7:50pm,low,JPY,Monetary Policy Meeting Minutes,,,
2022,Sep 27,9:30pm,low,AUD,Retail Sales m/m,0.6%,0.5%,1.3%
2022,Sep 28,2:00am,low,EUR,German GfK Consumer Climate,-42.5,-38.9,-36.8
2022,Sep 28,3:15am,medium,EUR,ECB President Lagarde Speaks,,,
2022,Sep 28,4:00am,low,CHF,Credit Suisse Economic Expectations,-69.2,,-56.3
2022,Sep 28,4:15am,low,GBP,MPC Member Cunliffe Speaks,,,
2022,Sep 28,8:30am,low,USD,Goods Trade Balance,-87.3B,-88.9B,-90.2B
2022,Sep 28,8:30am,low,USD,Prelim Wholesale Inventories m/m,1.3%,0.4%,0.6%
2022,Sep 28,9:00am,low,CHF,SNB Quarterly Bulletin,,,
2022,Sep 28,10:00am,medium,USD,Pending Home Sales m/m,-2.0%,-0.9%,-0.6%
2022,Sep 28,10:10am,medium,USD,FOMC Member Bullard Speaks,,,
2022,Sep 28,10:15am,medium,USD,Fed Chair Powell Speaks,,,
2022,Sep 28,10:30am,low,USD,Crude Oil Inventories,-0.2M,2.0M,1.1M
2022,Sep 28,11:00am,low,USD,FOMC Member Bowman Speaks,,,
2022,Sep 28,2:00pm,low,GBP,MPC Member Dhingra Speaks,,,
2022,Sep 28,8:00pm,low,NZD,ANZ Business Confidence,-36.7,,-47.8
2022,Sep 29,All Day,low,EUR,German Prelim CPI m/m,1.9%,1.5%,0.3%
2022,Sep 29,3:00am,low,EUR,Spanish Flash CPI y/y,9.0%,10.1%,10.5%
2022,Sep 29,5:15am,low,EUR,Italian 10-y Bond Auction,4.70|1.4,,3.76|1.5
2022,Sep 29,7:30am,low,GBP,MPC Member Ramsden Speaks,,,
2022,Sep 29,7:45am,medium,CHF,Gov Board Member Maechler Speaks,,,
2022,Sep 29,8:30am,high,CAD,GDP m/m,0.1%,-0.1%,0.1%
2022,Sep 29,8:30am,medium,USD,Final GDP q/q,-0.6%,-0.6%,-0.6%
2022,Sep 29,8:30am,medium,USD,Unemployment Claims,193K,215K,209K
2022,Sep 29,8:30am,low,USD,Final GDP Price Index q/q,9.0%,8.9%,8.9%
2022,Sep 29,9:00am,high,NZD,RBNZ Gov Orr Speaks,,,
2022,Sep 29,9:30am,medium,USD,FOMC Member Bullard Speaks,,,
2022,Sep 29,10:30am,low,USD,Natural Gas Storage,103B,93B,103B
2022,Sep 29,1:00pm,medium,USD,FOMC Member Mester Speaks,,,
2022,Sep 29,5:45pm,low,NZD,Building Consents m/m,-1.6%,,4.9%
2022,Sep 29,7:30pm,low,JPY,Unemployment Rate,2.5%,2.5%,2.6%
2022,Sep 29,7:50pm,low,JPY,Prelim Industrial Production m/m,2.7%,-0.2%,0.8%
2022,Sep 29,7:50pm,low,JPY,Retail Sales y/y,4.1%,2.8%,2.4%
2022,Sep 29,9:30pm,low,AUD,Private Sector Credit m/m,0.8%,0.7%,0.8%
2022,Sep 29,9:30pm,low,CNY,Manufacturing PMI,50.1,49.4,49.4
2022,Sep 29,9:30pm,low,CNY,Non-Manufacturing PMI,50.6,52.6,52.6
2022,Sep 29,9:45pm,low,CNY,Caixin Manufacturing PMI,48.1,49.7,49.5
2022,Sep 30,1:02am,low,JPY,Consumer Confidence,30.8,33.6,32.5
2022,Sep 30,1:02am,low,JPY,Housing Starts y/y,4.6%,-4.0%,-5.4%
2022,Sep 30,2:00am,low,GBP,Current Account,-33.8B,-43.2B,-43.9B
2022,Sep 30,2:00am,low,GBP,Final GDP q/q,0.2%,-0.1%,-0.1%
2022,Sep 30,2:00am,low,GBP,Nationwide HPI m/m,0.0%,0.2%,0.7%
2022,Sep 30,2:00am,low,GBP,Revised Business Investment q/q,3.7%,3.7%,3.8%
2022,Sep 30,2:30am,low,CHF,Retail Sales y/y,3.0%,2.8%,3.0%
2022,Sep 30,2:45am,low,EUR,French Consumer Spending m/m,0.0%,-0.1%,-0.9%
2022,Sep 30,2:45am,low,EUR,French Prelim CPI m/m,-0.5%,-0.2%,0.5%
2022,Sep 30,3:00am,low,CHF,KOF Economic Barometer,93.8,85.0,93.5
2022,Sep 30,3:55am,low,EUR,German Unemployment Change,14K,20K,26K
2022,Sep 30,4:00am,low,EUR,Italian Monthly Unemployment Rate,7.8%,7.9%,7.9%
2022,Sep 30,4:30am,low,GBP,M4 Money Supply m/m,-0.2%,0.5%,0.5%
2022,Sep 30,4:30am,low,GBP,Mortgage Approvals,74K,63K,64K
2022,Sep 30,4:30am,low,GBP,Net Lending to Individuals m/m,7.2B,6.4B,6.6B
2022,Sep 30,5:00am,medium,EUR,CPI Flash Estimate y/y,10.0%,9.7%,9.1%
2022,Sep 30,5:00am,medium,EUR,Core CPI Flash Estimate y/y,4.8%,4.7%,4.3%
2022,Sep 30,5:00am,low,EUR,Italian Prelim CPI m/m,0.3%,-0.4%,0.8%
2022,Sep 30,5:00am,low,EUR,Unemployment Rate,6.6%,6.6%,6.6%
2022,Sep 30,8:30am,high,USD,Core PCE Price Index m/m,0.6%,0.5%,0.0%
2022,Sep 30,8:30am,low,USD,Personal Income m/m,0.3%,0.3%,0.3%
2022,Sep 30,8:30am,low,USD,Personal Spending m/m,0.4%,0.2%,-0.2%
2022,Sep 30,All Day,holiday,CAD,Bank Holiday,,,
2022,Sep 30,9:00am,medium,USD,FOMC Member Brainard Speaks,,,
2022,Sep 30,9:45am,low,USD,Chicago PMI,45.7,51.6,52.2
2022,Sep 30,10:00am,medium,USD,Revised UoM Consumer Sentiment,58.6,59.5,59.5
2022,Sep 30,10:00am,low,USD,Revised UoM Inflation Expectations,4.7%,,4.6%
2022,Sep 30,11:00am,low,USD,FOMC Member Bowman Speaks,,,
2022,Sep 30,4:15pm,low,USD,FOMC Member Williams Speaks,,,
2022,Oct 1,12:00pm,holiday,AUD,Daylight Saving Time Shift,,,
2022,Oct 2,All Day,holiday,AUD,Bank Holiday,,,
2022,Oct 2,7:50pm,low,JPY,BOJ Summary of Opinions,,,
2022,Oct 2,7:50pm,low,JPY,Tankan Manufacturing Index,8,11,9
2022,Oct 2,7:50pm,low,JPY,Tankan Non-Manufacturing Index,14,13,13
2022,Oct 2,All Day,holiday,CNY,Bank Holiday,,,
2022,Oct 2,8:06pm,low,AUD,MI Inflation Gauge m/m,0.5%,,-0.5%
2022,Oct 2,8:30pm,low,JPY,Final Manufacturing PMI,50.8,51.0,51.0
2022,Oct 3,2:30am,high,CHF,CPI m/m,-0.2%,0.1%,0.3%
2022,Oct 3,All Day,holiday,EUR,German Bank Holiday,,,
2022,Oct 3,3:15am,low,EUR,Spanish Manufacturing PMI,49.0,49.5,49.9
2022,Oct 3,3:30am,low,CHF,Manufacturing PMI,57.1,54.9,56.4
2022,Oct 3,3:45am,low,EUR,Italian Manufacturing PMI,48.3,47.6,48.0
2022,Oct 3,3:50am,low,EUR,French Final Manufacturing PMI,47.7,47.8,47.8
2022,Oct 3,3:55am,low,EUR,German Final Manufacturing PMI,47.8,48.3,48.3
2022,Oct 3,4:00am,low,EUR,Final Manufacturing PMI,48.4,48.5,48.5
2022,Oct 3,4:30am,low,GBP,Final Manufacturing PMI,48.4,48.5,48.5
2022,Oct 3,All Day,low,EUR,Eurogroup Meetings,,,
2022,Oct 3,9:30am,low,CAD,Manufacturing PMI,49.8,49.2,48.7
2022,Oct 3,9:45am,low,USD,Final Manufacturing PMI,52.0,51.8,51.8
2022,Oct 3,10:00am,high,USD,ISM Manufacturing PMI,50.9,52.5,52.8
2022,Oct 3,10:00am,low,USD,Construction Spending m/m,-0.7%,-0.1%,-0.6%
2022,Oct 3,10:00am,low,USD,ISM Manufacturing Prices,51.7,52.0,52.5
2022,Oct 3,All Day,low,USD,Wards Total Vehicle Sales,13.5M,13.6M,13.2M
2022,Oct 3,1:19pm,low,EUR,French Gov Budget Balance,-149.9B,,-131.2B
2022,Oct 3,2:00pm,medium,GBP,MPC Member Mann Speaks,,,
2022,Oct 3,3:00pm,high,USD,Fed Chair Powell Speaks,,,
2022,Oct 3,3:00pm,medium,USD,Treasury Sec Yellen Speaks,,,
2022,Oct 3,3:10pm,low,USD,FOMC Member Williams Speaks,,,
2022,Oct 3,5:05pm,low,NZD,NZIER Business Confidence,-42,,-65
2022,Oct 3,5:30pm,low,AUD,AIG Manufacturing Index,50.2,,49.3
2022,Oct 3,7:30pm,low,JPY,Tokyo Core CPI y/y,2.8%,2.8%,2.6%
2022,Oct 3,7:50pm,low,JPY,Monetary Base y/y,-3.3%,0.6%,0.4%
2022,Oct 3,All Day,holiday,CNY,Bank Holiday,,,
2022,Oct 3,8:30pm,low,AUD,ANZ Job Advertisements m/m,-0.5%,,1.5%
2022,Oct 3,8:30pm,low,AUD,Building Approvals m/m,28.1%,10.2%,-18.2%
2022,Oct 3,11:30pm,high,AUD,Cash Rate,2.60%,2.85%,2.35%
2022,Oct 3,11:30pm,high,AUD,RBA Rate Statement,,,
2022,Oct 3,11:35pm,low,JPY,10-y Bond Auction,0.25|5.6,,0.24|4.0
2022,Oct 4,1:30am,low,AUD,Commodity Prices y/y,30.6%,,23.3%
2022,Oct 4,3:00am,low,EUR,Spanish Unemployment Change,17.7K,30.8K,40.4K
2022,Oct 4,5:00am,low,EUR,PPI m/m,5.0%,5.0%,4.0%
2022,Oct 4,All Day,low,EUR,ECOFIN Meetings,,,
2022,Oct 4,9:00am,low,USD,FOMC Member Williams Speaks,,,
2022,Oct 4,9:15am,medium,USD,FOMC Member Mester Speaks,,,
2022,Oct 4,10:00am,high,USD,JOLTS Job Openings,10.05M,11.07M,11.17M
2022,Oct 4,10:00am,low,USD,Factory Orders m/m,0.0%,0.0%,-1.0%
2022,Oct 4,10:45am,low,NZD,GDT Price Index,-3.5%,,2.0%
2022,Oct 4,11:00am,medium,EUR,ECB President Lagarde Speaks,,,
2022,Oct 4,11:45am,low,USD,FOMC Member Jefferson Speaks,,,
2022,Oct 4,All Day,holiday,CNY,Bank Holiday,,,
2022,Oct 4,8:30pm,low,AUD,Retail Sales m/m,0.6%,0.6%,0.6%
2022,Oct 4,9:00pm,high,NZD,Official Cash Rate,3.50%,3.50%,3.00%
2022,Oct 4,9:00pm,high,NZD,RBNZ Rate Statement,,,
2022,Oct 5,2:00am,low,EUR,German Trade Balance,1.2B,4.8B,3.4B
2022,Oct 5,2:45am,low,EUR,French Industrial Production m/m,2.4%,0.0%,-1.6%
2022,Oct 5,3:15am,low,EUR,Spanish Services PMI,48.5,49.7,50.6
2022,Oct 5,3:45am,low,EUR,Italian Services PMI,48.8,48.9,50.5
2022,Oct 5,3:50am,low,EUR,French Final Services PMI,52.9,53.0,53.0
2022,Oct 5,3:55am,low,EUR,German Final Services PMI,45.0,45.4,45.4
2022,Oct 5,4:00am,low,EUR,Final Services PMI,48.8,48.9,48.9
2022,Oct 5,4:30am,low,GBP,Final Services PMI,50.0,49.2,49.2
2022,Oct 5,5:03am,low,GBP,10-y Bond Auction,4.12|2.5,,3.09|2.4
2022,Oct 5,All Day,medium,All,OPEC-JMMC Meetings,,,
2022,Oct 5,8:15am,high,USD,ADP Non-Farm Employment Change,208K,200K,185K
2022,Oct 5,8:30am,low,CAD,Building Permits m/m,11.9%,-0.5%,-7.3%
2022,Oct 5,8:30am,low,CAD,Trade Balance,1.5B,3.5B,2.4B
2022,Oct 5,8:30am,low,USD,Trade Balance,-67.4B,-67.8B,-70.5B
2022,Oct 5,9:45am,low,USD,Final Services PMI,49.3,49.2,49.2
2022,Oct 5,10:00am,high,USD,ISM Services PMI,56.7,56.0,56.9
2022,Oct 5,10:30am,low,USD,Crude Oil Inventories,-1.4M,1.7M,-0.2M
2022,Oct 5,5:30pm,low,AUD,AIG Construction Index,46.5,,47.9
2022,Oct 5,8:00pm,low,NZD,ANZ Commodity Prices m/m,-0.5%,,-3.4%
2022,Oct 5,All Day,holiday,CNY,Bank Holiday,,,
2022,Oct 5,8:30pm,low,AUD,Trade Balance,8.32B,10.00B,8.97B
2022,Oct 5,10:00pm,medium,JPY,BOJ Gov Kuroda Speaks,,,
2022,Oct 6,2:00am,low,EUR,German Factory Orders m/m,-2.4%,-0.8%,1.9%
2022,Oct 6,4:30am,low,GBP,Construction PMI,52.3,48.1,49.2
2022,Oct 6,4:30am,low,GBP,Housing Equity Withdrawal q/q,-5.1B,-8.0B,-4.3B
2022,Oct 6,4:45am,low,EUR,Spanish 10-y Bond Auction,3.23|1.4,,2.81|1.8
2022,Oct 6,5:00am,low,EUR,Retail Sales m/m,-0.3%,-0.3%,-0.4%
2022,Oct 6,5:03am,low,EUR,French 10-y Bond Auction,2.59|2.4,,2.21|2.0
2022,Oct 6,7:30am,medium,EUR,ECB Monetary Policy Meeting Accounts,,,
2022,Oct 6,7:30am,low,USD,Challenger Job Cuts y/y,67.6%,,30.3%
2022,Oct 6,8:30am,medium,USD,Unemployment Claims,219K,205K,190K
2022,Oct 6,10:00am,medium,CAD,Ivey PMI,59.5,62.3,60.9
2022,Oct 6,10:30am,low,USD,Natural Gas Storage,129B,125B,103B
2022,Oct 6,11:15am,low,GBP,MPC Member Haskel Speaks,,,
2022,Oct 6,11:35am,high,CAD,BOC Gov Macklem Speaks,,,
2022,Oct 6,1:00pm,low,USD,FOMC Member Cook Speaks,,,
2022,Oct 6,5:00pm,medium,USD,FOMC Member Waller Speaks,,,
2022,Oct 6,6:30pm,medium,USD,FOMC Member Mester Speaks,,,
2022,Oct 6,7:30pm,low,JPY,Average Cash Earnings y/y,1.7%,1.4%,1.3%
2022,Oct 6,7:30pm,low,JPY,Household Spending y/y,5.1%,6.8%,3.4%
2022,Oct 6,All Day,holiday,CNY,Bank Holiday,,,
2022,Oct 6,8:30pm,low,AUD,RBA Financial Stability Review,,,
2022,Oct 7,1:00am,low,JPY,Leading Indicators,100.9%,99.2%,98.9%
2022,Oct 7,1:45am,low,CHF,Unemployment Rate,2.1%,2.1%,2.1%
2022,Oct 7,2:00am,low,EUR,German Import Prices m/m,4.3%,2.2%,1.4%
2022,Oct 7,2:00am,low,EUR,German Industrial Production m/m,-0.8%,-0.5%,0.0%
2022,Oct 7,2:00am,low,EUR,German Retail Sales m/m,-1.3%,-1.0%,0.7%
2022,Oct 7,2:00am,low,GBP,Halifax HPI m/m,-0.1%,0.2%,0.3%
2022,Oct 7,2:45am,low,EUR,French Trade Balance,-15.3B,-14.4B,-14.8B
2022,Oct 7,3:00am,low,CHF,Foreign Currency Reserves,807B,,859B
2022,Oct 7,4:00am,low,EUR,Italian Retail Sales m/m,-0.4%,0.0%,1.3%
2022,Oct 7,6:25am,low,GBP,MPC Member Ramsden Speaks,,,
2022,Oct 7,8:30am,high,CAD,Employment Change,21.1K,19.5K,-39.7K
2022,Oct 7,8:30am,high,CAD,Unemployment Rate,5.2%,5.4%,5.4%
2022,Oct 7,8:30am,high,USD,Average Hourly Earnings m/m,0.3%,0.3%,0.3%
2022,Oct 7,8:30am,high,USD,Non-Farm Employment Change,263K,248K,315K
2022,Oct 7,8:30am,high,USD,Unemployment Rate,3.5%,3.7%,3.7%
2022,Oct 7,10:00am,low,USD,FOMC Member Williams Speaks,,,
2022,Oct 7,10:00am,low,USD,Final Wholesale Inventories m/m,1.3%,1.3%,1.3%
2022,Oct 7,3:00pm,low,USD,Consumer Credit m/m,32.2B,25.0B,26.1B
2022,Oct 7,9:45pm,low,CNY,Caixin Services PMI,49.3,54.5,55.0
2022,Oct 9,5:30pm,low,AUD,AIG Services Index,48.0,,53.3
2022,Oct 9,All Day,holiday,JPY,Bank Holiday,,,
2022,Oct 10,4:30am,low,EUR,Sentix Investor Confidence,-38.3,-34.9,-31.8
2022,Oct 10,All Day,holiday,CAD,Bank Holiday,,,
2022,Oct 10,All Day,holiday,USD,Bank Holiday,,,
2022,Oct 10,Day 1,low,All,IMF Meetings,,,
2022,Oct 10,1:35pm,medium,USD,FOMC Member Brainard Speaks,,,
2022,Oct 10,7:01pm,low,GBP,BRC Retail Sales Monitor y/y,1.8%,-0.4%,0.5%
2022,Oct 10,7:27pm,low,AUD,Westpac Consumer Sentiment,-0.9%,,3.9%
2022,Oct 10,7:50pm,low,JPY,Current Account,-0.53T,-0.56T,-0.63T
2022,Oct 10,8:30pm,low,AUD,NAB Business Confidence,5,,10
2022,Oct 11,12:59am,low,JPY,Economy Watchers Sentiment,48.4,47.6,45.5
2022,Oct 11,2:00am,medium,GBP,Average Earnings Index 3m/y,6.0%,5.9%,5.5%
2022,Oct 11,2:00am,medium,GBP,Claimant Count Change,25.5K,4.2K,1.1K
2022,Oct 11,2:00am,low,GBP,Unemployment Rate,3.5%,3.6%,3.6%
2022,Oct 11,4:00am,low,EUR,Italian Industrial Production m/m,2.3%,0.0%,0.5%
2022,Oct 11,6:00am,low,USD,NFIB Small Business Index,92.1,91.2,91.8
2022,Oct 11,8:33am,low,CNY,New Loans,2470B,1810B,1250B
2022,Oct 11,8:36am,low,CNY,M2 Money Supply y/y,12.1%,12.1%,12.2%
2022,Oct 11,10:00am,low,USD,IBD/TIPP Economic Optimism,41.6,40.5,44.7
2022,Oct 11,Day 2,low,All,IMF Meetings,,,
2022,Oct 11,11:00am,low,GBP,MPC Member Cunliffe Speaks,,,
2022,Oct 11,12:00pm,medium,USD,FOMC Member Mester Speaks,,,
2022,Oct 11,12:45pm,medium,CHF,SNB Chairman Jordan Speaks,,,
2022,Oct 11,2:00pm,low,GBP,MPC Member Cunliffe Speaks,,,
2022,Oct 11,2:35pm,high,GBP,BOE Gov Bailey Speaks,,,
2022,Oct 11,5:45pm,low,NZD,Visitor Arrivals m/m,-3.3%,,41.8%
2022,Oct 11,6:00pm,low,AUD,RBA Assist Gov Ellis Speaks,,,
2022,Oct 11,7:50pm,low,JPY,Core Machinery Orders m/m,-5.8%,-2.7%,5.3%
2022,Oct 11,11:35pm,low,JPY,30-y Bond Auction,1.48|2.9,,1.24|3.3
2022,Oct 12,1:59am,low,JPY,Prelim Machine Tool Orders y/y,4.3%,,10.7%
2022,Oct 12,2:00am,high,GBP,GDP m/m,-0.3%,0.0%,0.1%
2022,Oct 12,2:00am,low,GBP,Construction Output m/m,0.4%,0.5%,0.1%
2022,Oct 12,2:00am,low,GBP,Goods Trade Balance,-19.3B,-20.3B,-17.6B
2022,Oct 12,2:00am,low,GBP,Index of Services 3m/3m,-0.1%,-0.2%,0.2%
2022,Oct 12,2:00am,low,GBP,Industrial Production m/m,-1.8%,-0.1%,-1.1%
2022,Oct 12,2:00am,low,GBP,Manufacturing Production m/m,-1.6%,-0.1%,-1.1%
2022,Oct 12,4:00am,low,GBP,MPC Member Haskel Speaks,,,
2022,Oct 12,5:00am,low,EUR,Industrial Production m/m,1.5%,0.6%,-2.3%
2022,Oct 12,5:30am,low,GBP,FPC Meeting Minutes,,,
2022,Oct 12,5:30am,low,GBP,FPC Statement,,,
2022,Oct 12,5:34am,low,EUR,German 10-y Bond Auction,2.33|1.2,,1.87|1.8
2022,Oct 12,7:35am,medium,GBP,MPC Member Pill Speaks,,,
2022,Oct 12,8:05am,low,GBP,NIESR GDP Estimate,-0.3%,,-0.3%
2022,Oct 12,8:30am,high,USD,PPI m/m,0.4%,0.2%,-0.2%
2022,Oct 12,8:30am,medium,USD,Core PPI m/m,0.3%,0.3%,0.3%
2022,Oct 12,9:30am,medium,EUR,ECB President Lagarde Speaks,,,
2022,Oct 12,Day 3,low,All,IMF Meetings,,,
2022,Oct 12,Day 1,medium,All,G20 Meetings,,,
2022,Oct 12,1:00pm,low,GBP,MPC Member Mann Speaks,,,
2022,Oct 12,1:03pm,low,USD,10-y Bond Auction,3.93|2.3,,3.33|2.4
2022,Oct 12,1:45pm,low,USD,FOMC Member Barr Speaks,,,
2022,Oct 12,2:00pm,high,USD,FOMC Meeting Minutes,,,
2022,Oct 12,5:45pm,low,NZD,FPI m/m,0.4%,,1.1%
2022,Oct 12,6:30pm,low,USD,FOMC Member Bowman Speaks,,,
2022,Oct 12,7:01pm,low,GBP,RICS House Price Balance,32%,44%,51%
2022,Oct 12,7:50pm,low,JPY,Bank Lending y/y,2.3%,2.0%,1.9%
2022,Oct 12,7:50pm,low,JPY,PPI y/y,9.7%,8.9%,9.4%
2022,Oct 12,8:00pm,low,AUD,MI Inflation Expectations,5.4%,,5.4%
2022,Oct 13,2:00am,low,EUR,German Final CPI m/m,1.9%,1.9%,1.9%
2022,Oct 13,2:30am,low,CHF,PPI m/m,0.2%,-0.1%,-0.1%
2022,Oct 13,4:30am,low,GBP,BOE Credit Conditions Survey,,,
2022,Oct 13,7:00am,low,GBP,MPC Member Mann Speaks,,,
2022,Oct 13,8:30am,high,USD,CPI m/m,0.4%,0.2%,0.1%
2022,Oct 13,8:30am,high,USD,CPI y/y,8.2%,8.1%,8.3%
2022,Oct 13,8:30am,high,USD,Core CPI m/m,0.6%,0.4%,0.6%
2022,Oct 13,8:30am,medium,USD,Unemployment Claims,228K,225K,219K
2022,Oct 13,Day 4,low,All,IMF Meetings,,,
2022,Oct 13,10:30am,low,USD,Natural Gas Storage,125B,126B,129B
2022,Oct 13,11:00am,low,USD,Crude Oil Inventories,9.9M,0.9M,-1.4M
2022,Oct 13,Day 2,medium,All,G20 Meetings,,,
2022,Oct 13,1:01pm,low,USD,30-y Bond Auction,3.93|2.4,,3.51|2.4
2022,Oct 13,5:30pm,low,NZD,BusinessNZ Manufacturing Index,52.0,,54.8
2022,Oct 13,7:50pm,low,JPY,M2 Money Stock y/y,3.3%,3.4%,3.4%
2022,Oct 13,9:30pm,low,CNY,CPI y/y,2.8%,2.8%,2.5%
2022,Oct 13,9:30pm,low,CNY,PPI y/y,0.9%,1.0%,2.3%
2022,Oct 14,2:00am,low,EUR,German WPI m/m,1.6%,0.4%,0.1%
2022,Oct 14,2:45am,low,EUR,French Final CPI m/m,-0.6%,-0.5%,-0.5%
2022,Oct 14,5:00am,low,EUR,Trade Balance,-47.3B,-45.0B,-40.5B
2022,Oct 14,7:00am,low,GBP,BOE Quarterly Bulletin,,,
2022,Oct 14,8:30am,low,CAD,Manufacturing Sales m/m,-2.0%,-1.9%,-0.6%
2022,Oct 14,8:30am,low,CAD,Wholesale Sales m/m,1.4%,0.9%,-0.6%
2022,Oct 14,8:30am,high,USD,Core Retail Sales m/m,0.1%,-0.1%,-0.1%
2022,Oct 14,8:30am,high,USD,Retail Sales m/m,0.0%,0.2%,0.4%
2022,Oct 14,8:30am,low,USD,Import Prices m/m,-1.2%,-1.1%,-1.1%
2022,Oct 14,9:30am,low,GBP,CB Leading Index m/m,-0.5%,,-0.6%
2022,Oct 14,9:30am,low,GBP,Prime Minister Truss Speaks,,,
2022,Oct 14,10:00am,high,USD,Prelim UoM Consumer Sentiment,59.8,58.7,58.6
2022,Oct 14,10:00am,medium,USD,Prelim UoM Inflation Expectations,5.1%,,4.7%
2022,Oct 14,10:00am,low,USD,Business Inventories m/m,0.8%,0.9%,0.5%
2022,Oct 14,Day 5,low,All,IMF Meetings,,,
2022,Oct 14,10:30am,low,USD,FOMC Member Cook Speaks,,,
2022,Oct 14,12:15pm,medium,USD,FOMC Member Waller Speaks,,,
2022,Oct 14,4:00pm,medium,CAD,BOC Gov Macklem Speaks,,,
2022,Oct 15,8:00am,low,EUR,German Buba President Nagel Speaks,,,
2022,Oct 15,9:00am,high,GBP,BOE Gov Bailey Speaks,,,
2022,Oct 15,Day 6,low,All,IMF Meetings,,,
2022,Oct 15,1:15pm,medium,USD,FOMC Member Bullard Speaks,,,
2022,Oct 16,Day 7,low,All,IMF Meetings,,,
2022,Oct 16,5:30pm,low,NZD,BusinessNZ Services Index,55.8,,58.6
2022,Oct 16,7:01pm,low,GBP,Rightmove HPI m/m,0.9%,,0.7%
2022,Oct 17,12:30am,low,JPY,Tertiary Industry Activity m/m,0.7%,0.3%,-0.5%
2022,Oct 17,12:32am,low,JPY,Revised Industrial Production m/m,3.4%,2.7%,2.7%
2022,Oct 17,8:30am,high,USD,Empire State Manufacturing Index,-9.1,-4.3,-1.5
2022,Oct 17,10:30am,medium,CAD,BOC Business Outlook Survey,,,
2022,Oct 17,3:00pm,low,EUR,German Buba President Nagel Speaks,,,
2022,Oct 17,4:00pm,low,CAD,Gov Council Member Rogers Speaks,,,
2022,Oct 17,5:45pm,high,NZD,CPI q/q,2.2%,1.5%,1.7%
2022,Oct 17,8:05pm,low,AUD,RBA Deputy Gov Bullock Speaks,,,
2022,Oct 17,8:30pm,high,AUD,Monetary Policy Meeting Minutes,,,
2022,Oct 18,4:00am,low,EUR,Italian Trade Balance,-9.57B,-0.50B,-0.46B
2022,Oct 18,5:00am,low,EUR,ZEW Economic Sentiment,-59.7,-61.2,-60.7
2022,Oct 18,5:00am,low,EUR,German ZEW Economic Sentiment,-59.2,-66.7,-61.9
2022,Oct 18,8:15am,low,CAD,Housing Starts,300K,262K,270K
2022,Oct 18,8:30am,low,CAD,Foreign Securities Purchases,22.01B,17.32B,14.73B
2022,Oct 18,9:15am,low,USD,Capacity Utilization Rate,80.3%,80.0%,80.1%
2022,Oct 18,9:15am,low,USD,Industrial Production m/m,0.4%,0.1%,-0.1%
2022,Oct 18,10:00am,low,USD,NAHB Housing Market Index,38,43,46
2022,Oct 18,10:45am,low,NZD,GDT Price Index,-4.6%,,-3.5%
2022,Oct 18,4:00pm,low,USD,TIC Long-Term Purchases,197.9B,28.2B,21.4B
2022,Oct 18,7:30pm,low,AUD,MI Leading Index m/m,0.0%,,-0.2%
2022,Oct 19,2:00am,high,GBP,CPI y/y,10.1%,10.0%,9.9%
